,E0010,E0011,E0012,E0013,E0014,E0015,E0016,E0017,E0018,E0019,E0020,E0021,E0022,E0023,E0024,E0025,E0026,E0027,E0028,E0029,E0030,E0031,E0032,E0033,E0034,E0035,E0036,E0037,E0038,E0039,E0040,E0041,E0042,E0043,E0044,E0045,E0046,E0047,E0048,E0049,E0050,E0051,E0052,E0053,E0054,E0055,E0056,E0057,E0058,E0059,E0060,E0061,E0062,E0063,E0064,E0065,E0066,E0067,E0068,E0069,E0070,E0071,E0072,E0073,E0074,E0075,E0076,E0077,E0078,E0079,E0080,E0081,E0082,E0083,E0084,E0085,E0086,E0087,E0088,E0089,E0090,E0091,E0092,E0093,E0094,E0095,E0096,E0097,E0098,E0099,E0100,E0101,E0102,E0103,E0104,E0105,E0106,E0107,E0108,E0109
22-Jan,10708.25325,10640.45344,10573.06247,10543.7605,10567.71468,10558.07084,10631.43195,10591.15046,10614.0272,10556.82678,10620.87462,10557.70647,10639.5584,10624.94942,10572.33486,10559.04026,10605.28392,10619.9734,10582.57378,10608.03072,10573.65945,10587.14767,10628.7985,10543.59173,10632.13929,10586.69372,10558.18221,10642.12566,10623.64639,10602.21617,10597.38127,10595.67183,10575.52466,10612.14182,10613.891,10725.86743,10636.94643,10572.18235,10625.64103,10590.54832,10587.88134,10568.06296,10618.55473,10569.10721,10585.93112,10708.19119,10638.84768,10567.80735,10642.84315,10619.626,10662.08819,10627.51514,10547.5623,10564.04361,10549.91502,10550.47914,10610.12271,10634.71509,10623.61244,10597.41948,10558.71697,10633.69163,10585.70583,10544.44859,10652.3304,10618.81007,10602.93023,10607.82534,10602.2118,10566.44155,10562.13629,10606.44937,10618.90753,10579.377,10593.83344,10632.55287,10568.5994,10584.29782,10602.65852,10620.20545,10632.33529,10588.94617,10596.66065,10567.22952,10572.42756,10562.09497,10616.82612,10565.79707,10561.90503,10627.18057,10694.80267,10629.21156,10600.10716,10592.48502,10677.4123,10593.01621,10543.28349,10611.67064,10636.18989,10637.59718
23-Jan,7253.263369,7291.726493,7317.020299,7319.501832,7309.517619,7307.492306,7272.273634,7315.353846,7289.09446,7254.99633,7272.414483,7254.592648,7261.090281,7241.02362,7313.095633,7241.173133,7282.728702,7325.535266,7290.376202,7317.278844,7289.353769,7293.117763,7316.057721,7268.639333,7255.641714,7292.814304,7287.502299,7279.093882,7243.353939,7316.031073,7315.224529,7243.869482,7248.146775,7239.093103,7314.278866,7294.687441,7326.80694,7309.874513,7229.561979,7276.755745,7310.424608,7317.349601,7316.835241,7394.768109,7305.642811,7290.155432,7305.365957,7299.533787,7268.232062,7233.129263,7370.08906,7272.273081,7290.442845,7228.856551,7409.800634,7279.694673,7303.000356,7250.377079,7320.0582,7297.419344,7300.805846,7320.743077,7325.410672,7312.860072,7374.612982,7317.12193,7274.43375,7289.169731,7245.224178,7231.032203,7319.479832,7303.079832,7288.034174,7266.829546,7298.504619,7265.802155,7320.677951,7303.721049,7233.756847,7285.731781,7299.242236,7290.676364,7291.566336,7326.777753,7233.652968,7262.420917,7271.132082,7304.986817,7278.150335,7262.91353,7289.936942,7285.474505,7298.652805,7294.554546,7247.622145,7393.41495,7249.343553,7289.574446,7229.28123,7294.830027
24-Jan,8894.481154,8910.342452,8866.5688,8849.375327,8863.393702,8885.274484,8835.346493,8835.663609,8835.360784,8839.49555,8857.64831,8876.954455,8909.302986,8825.369786,8823.94074,8886.31334,8886.251102,8823.095342,8849.281714,8853.649719,8858.903955,8824.686572,8881.56173,8817.088009,8874.653593,8878.60217,8852.378268,8910.324871,8844.803083,8859.226424,8828.115425,8902.877928,8837.102101,8863.494908,8830.847581,8891.806524,8859.073882,8891.726028,8826.308666,8869.80696,8848.26628,9205.992452,8880.535699,8904.20641,8914.088921,8903.483737,8860.791789,8867.01468,8889.158527,8850.318736,8905.296156,8898.427513,8911.119044,8839.84252,8872.096132,8823.316385,8845.294622,8834.917256,8831.741065,8845.750366,8880.863833,8865.187879,8851.969461,8823.023326,8838.644693,8821.393522,8860.135681,8906.916084,8863.406158,8869.670773,8897.164625,8901.569989,8836.882505,8892.41912,8841.594636,8897.459558,8911.836684,8842.770035,8888.09746,8884.687027,8860.99992,8892.439223,8840.986044,8860.648393,8886.171268,8876.469893,8913.019001,8907.943691,8914.189762,8832.040772,8817.081619,8860.649182,8865.892619,8852.714863,8878.502399,9005.479218,8887.501323,8824.426768,8823.700616,8869.650422
25-Jan,9273.360391,9233.185871,9237.358886,9270.180425,9269.702016,9229.534774,9235.864649,9259.235596,9279.598156,9259.888667,9274.936258,9272.586849,9244.827608,9231.426106,9237.971996,9200.031261,9247.505463,9264.134834,9269.861192,9218.838627,9247.1195,9205.447841,9233.290849,9239.25898,9267.293615,9227.344038,9218.621397,9275.782652,9210.586473,9194.041028,9230.743525,9277.271643,9230.826533,9257.726292,9206.668145,9235.69642,9190.165636,9188.666345,9218.778501,9259.777659,9263.313665,9214.263384,9267.367624,9261.274849,9248.71793,9192.570445,9266.412846,9197.794692,9259.563212,9251.492802,9252.483245,9221.338888,9222.15098,9251.821983,9250.669304,9198.930558,9201.723017,9210.106234,9280.981194,9223.268765,9264.450613,9362.112813,9263.77484,9260.699677,9261.211337,9244.228285,9236.414185,9230.745339,9200.505636,9229.768698,9278.800985,9240.566627,9240.633705,9192.140934,9208.147043,9197.63794,9212.452469,9260.534234,9243.527712,9185.611136,9220.931129,9232.162504,9193.319892,9243.080643,9264.567354,9232.597549,9261.94407,9212.197715,9257.371081,9216.67,9205.146965,9271.85975,9235.731507,9347.5815,9271.227006,9283.591644,9209.212766,9254.890652,9208.782942,9214.881362
26-Jan,9178.652365,9158.706784,9141.619357,9125.60176,9188.467043,9187.103015,9211.385697,9126.670192,9168.257246,9130.995992,9202.404908,9184.387328,9134.265254,9117.586387,9137.304846,9120.737578,9144.838195,9145.973847,9128.4311,9122.90202,9168.223881,9176.932662,9119.073644,9136.995005,9233.894023,9135.668886,9136.115794,9204.194255,9140.522853,9255.336048,9172.671337,9216.227036,9147.119254,9210.107305,9149.965976,9170.398759,9132.988671,9164.16606,9279.31767,9132.031777,9209.905852,9144.108256,9177.668335,9186.843144,9161.532043,9204.522715,9141.54359,9151.563153,9125.771114,9208.1105,9191.993817,9179.846766,9174.019605,9131.13898,9194.022608,9152.832505,9137.462802,9137.924217,9154.90652,9123.719631,9184.027268,9172.717052,9153.450633,9133.50806,9158.094628,9169.599182,9161.163727,9162.365939,9169.740811,9117.938014,9145.492437,9193.710432,9205.507818,9124.148524,9245.381954,9147.930219,9298.93934,9144.599638,9174.961107,9156.406546,9134.586618,9153.568344,9156.704941,9182.644852,9121.068103,9158.636609,9167.3386,9150.803122,9188.065971,9137.441574,9147.422787,9179.356056,9119.103449,9196.008563,9150.489178,9140.646448,9164.282617,9148.321457,9125.758069,9161.706387
27-Jan,5260.576342,5260.965029,5280.270294,5299.729747,5271.837929,5316.446833,5315.339737,5303.77125,5281.549237,5289.34825,5401.672703,5305.821352,5278.492626,5234.981711,5258.778212,5285.188794,5300.809357,5269.724652,5276.324591,5297.546965,5234.213209,5260.259291,5322.242031,5232.190908,5267.85209,5244.200175,5260.765069,5256.520417,5330.170679,5297.715183,5294.201241,5343.880072,5257.107205,5594.569317,5319.69933,5251.490388,5283.69026,5313.790162,5302.501829,5248.326876,5239.573615,5262.57776,5314.135864,5296.322856,5284.458193,5270.307614,5287.622751,5323.951453,5258.696842,5252.117509,5243.28225,5301.334186,5327.316835,5330.24067,5283.693556,5239.834034,5260.739072,5295.202128,5246.943718,5236.298127,5282.725001,5260.934175,5298.191777,5292.601806,5326.935277,5311.145595,5306.560741,5234.759448,5245.099149,5273.55279,5315.668151,5238.151451,5317.198779,5239.713527,5289.141298,5302.294597,5233.942035,5280.946146,5305.927138,5396.003975,5240.375121,5286.542917,5319.947372,5292.758034,5277.790625,5256.321295,5264.040414,5247.874244,5278.897286,5242.384584,5301.782618,5264.953221,5262.542259,5308.767533,5282.508244,5278.001569,5298.884077,5327.057587,5290.326403,5325.330592
28-Jan,1087.980347,1113.507359,1154.745759,1119.478563,1136.481559,1126.922409,1074.200602,1089.568741,1111.311219,1108.665812,1080.30316,1150.156264,1105.024268,1167.758105,1103.178844,1157.901837,1127.40139,1156.330123,1115.054514,1159.565489,1143.066563,1185.764804,1168.029903,1155.77112,1111.489274,1261.121856,1135.233986,1153.873979,1134.711075,1109.282223,1158.113018,1124.438292,1208.708393,1164.333518,1162.959293,1161.979951,1131.361779,1126.560313,1114.231885,1079.715239,1099.868749,1149.380967,1074.315754,1100.639749,1139.224512,1110.616375,1149.307976,1145.801108,1112.973947,1162.925665,1168.577339,1100.840481,1124.42187,1140.640028,1135.413445,1085.277073,1072.755595,1150.924311,1149.118336,1164.134366,1170.421954,1136.68322,1201.028862,1158.179689,1158.302614,1126.671445,1102.870374,1170.519171,1264.253993,1157.21084,1099.438663,1119.56421,1137.026345,1102.330387,1162.331986,1155.716076,1072.565371,1162.886237,1082.784419,1258.401162,1125.997723,1131.232124,1131.323151,1135.422729,1155.658479,1103.864942,1144.995189,1072.873338,1123.420427,1136.658623,1104.991018,1139.982814,1097.866036,1129.040109,1075.860842,1088.375737,1118.369413,1167.065445,1146.58379,1168.447636
29-Jan,8523.172666,8530.929765,8597.631692,8531.898142,8540.622342,8573.778617,8503.123605,8514.751343,8526.238057,8460.438154,8456.216177,8461.924691,8517.686546,8473.801256,8492.68469,8628.774474,8495.521714,8486.459112,8523.971462,8453.110608,8475.702596,8503.49844,8477.901537,8498.450539,8510.474543,8515.079463,8462.729515,8507.377946,8463.828773,8533.203054,8475.666683,8541.713574,8482.161043,8534.434714,8478.904455,8461.965642,8507.317923,8511.069641,8452.884741,8518.369411,8464.509585,8518.528577,8509.930572,8458.783511,8515.494627,8505.8309,8541.370094,8505.490838,8482.506581,8451.553047,8494.511726,8509.527574,8509.041586,8478.781703,8522.030713,8447.74984,8479.165979,8504.597052,8534.435694,8457.531655,8545.972107,8452.65123,8453.246709,8447.064979,8515.542818,8452.780467,8545.535294,8483.18634,8507.495164,8524.219577,8524.119543,8532.495429,8536.562333,8476.786293,8456.819796,8481.932606,8449.179816,8513.486421,8461.532414,8529.64295,8451.843812,8454.697611,8473.850244,8448.166576,8490.559064,8532.008393,8497.253663,8451.789344,8585.536112,8478.196192,8473.544517,8520.131529,8481.034269,8489.019733,8488.617629,8468.779562,8530.723393,8512.967157,8523.950042,8479.259593
30-Jan,10291.36292,10301.61236,10330.04356,10366.25397,10326.30566,10338.52489,10312.75313,10327.15827,10466.83572,10305.13663,10358.67169,10371.11358,10359.97029,10278.66323,10325.68561,10276.88958,10287.71532,10301.68025,10289.51415,10321.5278,10330.11488,10424.1455,10299.17633,10289.17493,10353.75842,10292.13478,10357.36221,10367.69802,10326.91095,10292.81886,10330.89177,10297.47633,10314.37962,10322.37523,10291.41449,10288.2664,10291.08398,10278.78443,10302.61489,10359.77103,10359.37745,10325.72886,10285.61275,10337.77116,10318.3856,10292.703,10287.1742,10304.42707,10314.06985,10317.21511,10332.30026,10319.7028,10314.07025,10321.71085,10324.92654,10288.78652,10323.74979,10303.56492,10339.36946,10313.59867,10336.03112,10277.30798,10363.11745,10365.01964,10353.61258,10303.88972,10305.5319,10319.36681,10357.60152,10276.93654,10290.99756,10289.2305,10360.28785,10335.82319,10337.19314,10337.7075,10302.49071,10405.57585,10347.16042,10313.75425,10323.78999,10330.21307,10278.81392,10338.78004,10360.21432,10280.90237,10306.53554,10364.10446,10330.81761,10373.23352,10334.52445,10278.48887,10404.4414,10372.28391,10300.07645,10298.78638,10326.39935,10305.9562,10300.50363,10332.67607
31-Jan,7525.932501,7475.872556,7586.606561,7438.391781,7475.122082,7436.34218,7459.167362,7507.925574,7509.664959,7520.049936,7440.43021,7445.85483,7452.043292,7756.254874,7483.14161,7461.249249,7433.697655,7519.479355,7514.804922,7486.25278,7437.245728,7483.650779,7474.660761,7521.194169,7473.838895,7444.509208,7493.689507,7517.501927,7520.766286,7473.120299,7533.511253,7476.201667,7437.075959,7525.7164,7444.19094,7522.125093,7459.991691,7432.928981,7488.419469,7516.40864,7505.300622,7476.966118,7446.022956,7512.305933,7448.650498,7484.282892,7445.318751,7485.029108,7449.241208,7505.774251,7505.920081,7491.352058,7498.823423,7528.131977,7520.138606,7490.788093,7491.977426,7466.247826,7432.309262,7455.31177,7454.886503,7611.31021,7504.186486,7519.191294,7459.418973,7466.191853,7521.578586,7513.586954,7445.421634,7472.208964,7523.695895,7517.589687,7505.307091,7455.240382,7473.462027,7493.637721,7484.421006,7454.693199,7517.2121,7467.159596,7490.582372,7464.94172,7500.662636,7438.395096,7484.28538,7517.885425,7544.561854,7475.004804,7433.867921,7450.722717,7459.412137,7439.980563,7456.059852,7471.581761,7451.777399,7488.884817,7569.632182,7535.725732,7470.828287,7527.374009
01-Feb,8097.644257,8088.710447,8119.262662,8129.088894,8112.796652,8135.891721,8135.265498,8128.691096,8159.354418,8130.178584,8136.288995,8080.499326,8164.389529,8084.466392,8118.414254,8153.217732,8134.245229,8085.45185,8082.041419,8137.178301,8167.359551,8129.108607,8097.814329,8101.70868,8143.570555,8158.565511,8157.42763,8102.095717,8191.618091,8163.169372,8123.271403,8103.616045,8091.637852,8135.054748,8088.992113,8110.113707,8147.696692,8161.0003,8218.941413,8100.034627,8094.486926,8115.318412,8083.559853,8097.878471,8157.933115,8139.74054,8174.484441,8141.772414,8137.475822,8169.168055,8164.927403,8138.36241,8116.529629,8132.802584,8137.83889,8207.412497,8076.277318,8134.46401,8172.084212,8124.744717,8123.774725,8130.827235,8114.934545,8137.699498,8110.133435,8099.307283,8094.704295,8116.727061,8088.429826,8105.74155,8173.171701,8094.679182,8090.395689,8079.740444,8138.950722,8168.145581,8146.693057,8253.096341,8133.670483,8150.784,8115.618873,8148.612477,8167.063942,8090.595634,8175.975386,8133.44767,8102.870228,8116.539807,8159.951747,8131.109688,8132.308333,8133.022689,8113.472225,8165.524635,8139.686484,8134.775062,8106.061695,8115.932926,8141.600408,8129.31911
02-Feb,10413.763,10387.99138,10402.75129,10417.51926,10416.69565,10386.6639,10360.6677,10413.30173,10434.84367,10367.79347,10540.16001,10393.94655,10458.2876,10397.84308,10446.84462,10379.33626,10415.5355,10400.0767,10410.62833,10451.42893,10378.54229,10371.52276,10402.61062,10445.15864,10440.09671,10507.18047,10416.24513,10451.20659,10446.80134,10394.45036,10389.297,10458.50038,10453.8205,10393.45869,10418.95482,10422,10377.95983,10449.37731,10439.25223,10376.93346,10457.25312,10433.37421,10447.62178,10446.44508,10382.59645,10406.0946,10412.92575,10526.73934,10445.82629,10423.01133,10541.22189,10424.21682,10456.85141,10431.69191,10368.96801,10414.96035,10421.17588,10451.8533,10457.74671,10396.99345,10445.37414,10399.12471,10456.64116,10400.55853,10446.74928,10412.66885,10428.71325,10375.91313,10456.22355,10379.44058,10426.0567,10429.67438,10423.38591,10412.81353,10445.13946,10358.98002,10426.11871,10425.99834,10415.65722,10445.92309,10452.88691,10411.88482,10453.40085,10448.9088,10410.91195,10451.81521,10486.44516,10409.53433,10377.28783,10419.42521,10439.42142,10383.80014,10527.29553,10418.6891,10397.15014,10374.38809,10432.99905,10439.80991,10448.09536,10394.01345
03-Feb,7464.544815,7505.345568,7433.101034,7468.149234,7431.244698,7498.112791,7504.529216,7520.832101,7478.719529,7470.506626,7521.406802,7482.37817,7442.131273,7436.85731,7537.441619,7485.314078,7478.218812,7482.397581,7495.546794,7541.754037,7439.437493,7553.029619,7491.548185,7489.351661,7451.709913,7444.03572,7436.789266,7425.037041,7445.141809,7483.691709,7452.414191,7521.033568,7517.623761,7488.906476,7471.879342,7458.00629,7499.157534,7555.69597,7478.698131,7485.011425,7509.969578,7473.58565,7453.256237,7610.179349,7487.646013,7454.588587,7516.311576,7430.913405,7439.211344,7471.96321,7443.337726,7478.445342,7442.63102,7505.880786,7516.013995,7491.617111,7471.820904,7482.919008,7503.407732,7470.105065,7434.507501,7518.366735,7450.409683,7487.651801,7586.948709,7448.150837,7445.458984,7498.845984,7484.681766,7518.606347,7516.697838,7459.247192,7475.996639,7454.496,7430.797577,7477.897159,7520.50699,7502.006737,7483.216403,7570.65459,7490.993465,7431.939554,7516.842978,7582.305888,7441.87877,7463.488631,7505.387543,7462.865289,7443.803529,7503.24431,7487.454616,7426.844431,7444.212595,7479.056648,7424.179889,7517.824567,7464.539623,7489.496121,7452.623467,7469.918907
04-Feb,8021.958138,8097.865838,8069.199176,8027.665255,8044.155919,8044.644867,8023.191904,8028.772372,8207.638444,8072.668579,8071.194839,8030.096252,8033.515527,8017.525917,8034.711234,8061.623015,8054.106875,8014.951333,8046.841968,8071.870601,8023.124713,8060.637725,8064.475766,8063.992951,8110.330866,8027.673963,8073.040828,8033.78311,8043.344165,8072.734901,8075.321405,8084.839793,8098.484426,8152.942707,8057.027381,8034.779819,8016.684544,8042.465641,8012.596224,8105.462692,8074.364343,8020.587887,8075.10391,8092.758342,8015.340523,8078.666241,8037.137595,8043.519916,8067.393229,8099.066682,8037.499532,8105.102815,8066.109726,8078.577107,8130.89835,8017.835158,8042.643821,8080.252191,8054.163741,8057.868787,8109.237674,8090.976486,8091.365076,8025.95679,8083.56717,8024.076497,8064.419712,8021.720124,8116.824233,8033.581318,8078.010066,8074.415066,8043.682617,8035.366778,8035.664526,8043.9682,8053.561027,8142.210521,8086.385943,8069.947018,8083.386028,8074.45978,8101.757014,8109.985057,8093.497737,8053.618402,8055.503601,8035.700441,8072.89562,8158.916015,8059.351088,8081.307548,8077.745785,8046.084777,8107.011003,8061.312721,8085.02088,8064.340766,8073.417839,8023.259222
05-Feb,9015.782887,8997.170141,8922.688532,8930.078047,8993.304584,8954.751627,8936.247779,8926.634711,8932.562255,8973.697844,9016.731797,9008.622517,8922.778724,9016.883691,8990.508785,8964.93295,8996.431296,8968.794682,8932.172499,8973.865647,8940.135394,8984.492046,9005.119162,9016.733606,8938.630479,8919.576188,8970.133658,8952.879927,8941.630226,8989.680896,8941.792061,9012.826684,8968.669659,9072.805122,8988.761108,8947.521805,8937.924858,8920.001281,8942.556247,8989.610662,8975.628598,8956.26341,9015.740355,8997.177926,8954.738653,9011.118479,8951.654629,8982.353268,8963.158342,8979.613383,8953.354092,8967.90892,8959.577634,8963.222752,8947.725042,8990.101077,8981.54393,8949.527023,9002.556189,8982.09491,8981.04628,8957.505724,9016.324492,8985.16202,9008.988548,8932.891841,8999.434448,8933.792892,9071.861391,9009.257747,8965.246209,8931.229717,8933.713653,8954.292368,9007.232805,9016.900017,9002.29071,8988.771281,8959.48838,8960.70912,8939.501692,8968.049982,8951.233901,8945.565483,8947.897811,8960.262128,8959.347989,8978.199422,8966.759489,8981.234483,9006.434427,9008.344514,9100.649213,8943.913225,8934.168464,8928.494666,8976.720532,8952.976957,8946.908765,8921.700468
06-Feb,4710.736054,4684.635093,4724.424656,4769.945137,4756.010557,4715.01881,4817.284852,4754.988758,4744.89585,4762.852198,4762.200067,4686.54975,4686.122534,4752.70859,4705.47605,4713.6282,4702.307678,4838.523547,4702.551042,4700.44314,4688.063709,4738.400555,4728.199167,4681.996946,4705.499276,4736.433809,4772.63901,4780.151263,4761.228743,4754.249016,4774.516469,4778.964641,4722.331054,4684.413134,4738.013359,4742.796741,4759.997856,4763.966082,4711.9084,4704.410681,4717.416499,4690.925653,4730.173832,4687.959482,4694.716545,4722.580886,4726.809286,4777.969753,4696.082629,4749.923705,4774.838258,4725.591386,4681.814097,4757.630706,4741.903218,4712.82592,4705.805265,4744.130467,4688.845681,4681.30397,4738.719381,4746.562804,4747.197358,4819.972284,4748.711392,4707.617914,4765.655303,4699.914711,4711.138824,4763.273747,4725.630691,4751.519747,4701.962748,4721.2277,4758.858593,4725.124585,4690.589324,4692.132373,4707.935029,4747.666219,4716.382523,4689.307207,4729.080462,4725.809588,4687.424347,4753.803245,4752.331943,4687.994205,4683.078293,4714.332837,4714.648505,4712.766013,4729.135015,4779.474815,4719.618316,4682.062101,4717.658661,4803.55646,4708.302112,4768.199965
07-Feb,9529.97834,9532.330579,9529.787447,9517.329779,9515.089862,9512.968098,9486.205078,9522.569352,9487.369814,9502.076667,9524.540331,9463.097263,9513.439698,9496.080991,9487.884196,9499.926643,9529.586134,9535.540847,9485.405316,9514.413076,9512.004341,9468.779583,9494.84236,9462.884067,9534.85273,9489.959624,9520.241994,9545.512267,9499.439297,9457.558353,9518.2296,9548.789818,9548.907259,9467.134816,9481.776526,9458.460308,9466.398339,9538.185668,9466.402297,9471.527072,9475.04503,9485.018318,9544.296439,9508.035709,9529.614958,9502.608327,9498.053679,9520.922676,9528.718103,9527.133961,9491.310754,9462.513859,9524.321329,9533.248267,9511.361495,9480.146589,9544.743581,9546.769927,9483.437898,9467.668353,9461.655824,9515.668775,9545.780047,9500.159914,9537.390066,9473.723421,9510.441745,9458.040119,9518.763344,9502.457854,9518.605328,9531.110062,9463.85561,9476.097909,9495.41747,9451.769168,9535.078924,9528.679472,9483.355001,9482.34522,9505.087501,9507.459372,9548.41795,9468.744451,9468.656742,9529.962974,9548.811325,9471.128551,9509.258491,9513.270898,9538.284073,9461.649232,9528.980221,9518.655173,9501.059159,9476.768383,9491.432393,9485.953815,9495.923183,9526.165119
